channel_id,channel_product_id,product_name,has_cost,contribution_margin
6,11734926177,"종이질감 저반사 지문방지 블루라이트 차단 액정보호필름 2매, 갤럭시탭S7플러스",1,7981.18
6,11734926175,"종이질감 저반사 지문방지 블루라이트 차단 액정보호필름 2매, 갤럭시탭S7FE",1,9076.94
6,11734926176,"종이질감 저반사 지문방지 블루라이트 차단 액정보호필름 2매, 갤럭시탭S7",1,8155.57
6,11734926180,"종이질감 저반사 지문방지 블루라이트 차단 액정보호필름 2매, 갤럭시탭S6라이트",1,8337.23
6,11734926178,"종이질감 저반사 지문방지 블루라이트 차단 액정보호필름 2매, 갤럭시탭S6",1,8190.86
6,11734926181,"종이질감 저반사 지문방지 블루라이트 차단 액정보호필름 2매, 갤럭시탭S5E",1,9882.84
6,12448204754,"종이질감 저반사 지문방지 블루라이트 차단 액정보호필름 2매, 갤럭시탭S11울트라",1,8539.78
6,12448204756,"종이질감 저반사 지문방지 블루라이트 차단 액정보호필름 2매, 갤럭시탭S11",1,8157.49
6,11734926169,"종이질감 저반사 지문방지 블루라이트 차단 액정보호필름 2매, 갤럭시탭S10플러스",1,8211.18
6,10973246132,"종이질감 저반사 지문방지 블루라이트 차단 액정보호필름 2매, 갤럭시탭S10울트라",1,9948.3
6,11734926168,"종이질감 저반사 지문방지 블루라이트 차단 액정보호필름 2매, 갤럭시탭S10FE플러스",1,7949.49
6,11734926167,"종이질감 저반사 지문방지 블루라이트 차단 액정보호필름 2매, 갤럭시탭S10FE",1,8156.72
6,11090349740,"종이질감 저반사 지문방지 블루라이트 차단 액정보호필름 2매, 갤럭시탭A9플러스",1,7983.91
6,11149384244,"종이질감 저반사 지문방지 블루라이트 차단 액정보호필름 2매, 갤럭시탭A9",1,8174.27
6,11090360449,"종이질감 저반사 지문방지 블루라이트 차단 액정보호필름 2매, 갤럭시탭A8",1,8155.57
6,11090418255,"종이질감 저반사 지문방지 블루라이트 차단 액정보호필름 2매, 갤럭시탭A7라이트",1,9882.84
6,11090423153,"종이질감 저반사 지문방지 블루라이트 차단 액정보호필름 2매, 갤럭시탭A7",1,9911.18
6,11696352856,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 아이패드프로7세대(M4)13인치",1,7175.57
6,12610833531,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 아이패드프로7세대(M4)11인치",1,8791.93
6,11696352853,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 아이패드프로3/4/5/6세대12.9인치",1,8690.72
6,11696352852,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 아이패드프로3/4/5/6세대11인치",1,7655.57
6,11696352851,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 아이패드에어6/7세대13인치",1,7175.57
6,11696352850,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 아이패드에어6/7세대11인치",1,7655.57
6,11696352849,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 아이패드에어4/5세대10.9인치",1,8223.75
6,6290296347,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 아이패드미니6/7세대8.3인치",1,8641.36
6,11696352857,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 아이패드7/8/9세대10.2인치",1,7655.57
6,11696352858,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 아이패드10세대10.9인치",1,7587.55
6,11174750730,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 뮤패드P11/GS10/RS10/L10",1,9382.84
6,11174732146,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 뮤패드K13OLED",0,0
6,11174737218,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 뮤패드K11LTE",1,7655.57
6,11174744030,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 뮤패드K10플러스",1,8311.93
6,11734976627,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 갤럭시탭S9플러스",1,7598.95
6,11734976628,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 갤럭시탭S9울트라",1,7719.95
6,9823967466,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 갤럭시탭S9FE플러스",1,7443.88
6,9823936023,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 갤럭시탭S9FE",1,7732.09
6,6286593796,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 갤럭시탭S9",1,8223.75
6,6286591735,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 갤럭시탭S8플러스",1,7235.19
6,11734976630,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 갤럭시탭S8울트라",1,7213.78
6,6286582527,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 갤럭시탭S8",1,8186.73
6,11734976632,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 갤럭시탭S7플러스",1,7205.49
6,6290298710,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 갤럭시탭S7FE",1,8369.43
6,11734976631,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 갤럭시탭S7",1,8636.64
6,12448155360,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 갤럭시탭S11울트라",1,7817.35
6,12448155363,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 갤럭시탭S11",1,7764.91
6,11734976624,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 갤럭시탭S10플러스",1,7256.26
6,11734976626,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 갤럭시탭S10울트라",1,7706.48
6,12428101018,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 갤럭시탭S10FE",1,8791.93
6,11734976634,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 갤럭시탭A9플러스",1,7755.35
6,11734976633,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 갤럭시탭A9",1,8298.85
6,11734976635,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 갤럭시탭A8",1,8979.9
6,11734976637,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 갤럭시탭A7라이트",1,9382.84
6,11734976636,"저반사 지문방지 PET 깨지지 않는 태블릿 액정보호필름 2매, 갤럭시탭A7",1,7655.57
6,12084320268,"오하이Z플립&폴드 사생활보호 지문방지 저반사 액정보호필름 (외부액정 2매), 갤럭시Z플립7",1,8955.64
6,12084320270,"오하이Z플립&폴드 사생활보호 지문방지 저반사 액정보호필름 (외부액정 2매), 갤럭시Z폴드7",1,7560.67
6,8795812978,"오하이 하이톡 파스텔 휴대폰 스마트톡, 핑크",1,-237.82
6,13063860251,"오하이 하이브리드 소다 케이스, 아이폰에어",0,0
6,13063860250,"오하이 하이브리드 소다 케이스, 아이폰17프로맥스",0,0
6,13063860249,"오하이 하이브리드 소다 케이스, 아이폰17프로",1,8996.43
6,13063860248,"오하이 하이브리드 소다 케이스, 아이폰17",1,7481.28
6,13063860247,"오하이 하이브리드 소다 케이스, 아이폰16플러스",0,0
6,13063860246,"오하이 하이브리드 소다 케이스, 아이폰16프로맥스",0,0
6,13063860245,"오하이 하이브리드 소다 케이스, 아이폰16프로",1,9208.55
6,13063860244,"오하이 하이브리드 소다 케이스, 아이폰16",0,0
6,8424897701,"오하이 하이브리드 소다 케이스, 아이폰15플러스",0,0
6,13063860234,"오하이 하이브리드 소다 케이스, 아이폰15프로맥스",0,0
6,13063860231,"오하이 하이브리드 소다 케이스, 아이폰15프로",0,0
6,5849693263,"오하이 하이브리드 소다 케이스, 아이폰15",1,8776.73
6,7264115689,"오하이 하이브리드 소다 케이스, 아이폰14플러스",0,0
6,13063860236,"오하이 하이브리드 소다 케이스, 아이폰14프로맥스",0,0
6,13063860235,"오하이 하이브리드 소다 케이스, 아이폰14프로",1,9208.55
6,7278167361,"오하이 하이브리드 소다 케이스, 아이폰14",1,9208.55
6,13063860241,"오하이 하이브리드 소다 케이스, 아이폰13프로맥스",0,0
6,13063860240,"오하이 하이브리드 소다 케이스, 아이폰13프로",0,0
6,13063860239,"오하이 하이브리드 소다 케이스, 아이폰13미니",1,9208.55
6,13063860238,"오하이 하이브리드 소다 케이스, 아이폰13",1,7481.28
6,13048951374,"오하이 하이브리드 소다 케이스, 갤럭시S26플러스",1,6871.98
6,13048951373,"오하이 하이브리드 소다 케이스, 갤럭시S26울트라",1,8586.36
6,13048951375,"오하이 하이브리드 소다 케이스, 갤럭시S26",1,7495.86
6,13048951377,"오하이 하이브리드 소다 케이스, 갤럭시S25플러스",1,7481.28
6,13048951376,"오하이 하이브리드 소다 케이스, 갤럭시S25울트라",0,0
6,13048951378,"오하이 하이브리드 소다 케이스, 갤럭시S25",1,8617.64
6,9810289669,"오하이 하이브리드 소다 케이스, 갤럭시S24플러스",1,7481.28
6,9810269528,"오하이 하이브리드 소다 케이스, 갤럭시S24울트라",1,7481.28
6,9810298872,"오하이 하이브리드 소다 케이스, 갤럭시S24",1,6007.48
6,9809961495,"오하이 하이브리드 소다 케이스, 갤럭시S23울트라",1,8057.03
6,8015710525,"오하이 하이브리드 소다 케이스, 갤럭시S23",1,7481.28
6,13063944557,"오하이 하이브리드 맥세이프 소다 케이스, 아이폰에어",0,0
6,13063917371,"오하이 하이브리드 맥세이프 소다 케이스, 아이폰17프로맥스",0,0
6,13063914715,"오하이 하이브리드 맥세이프 소다 케이스, 아이폰17프로",1,8863
6,13063944556,"오하이 하이브리드 맥세이프 소다 케이스, 아이폰17",1,8863
6,13063944561,"오하이 하이브리드 맥세이프 소다 케이스, 아이폰16플러스",0,0
6,13063944559,"오하이 하이브리드 맥세이프 소다 케이스, 아이폰16프로맥스",1,8863
6,13063944558,"오하이 하이브리드 맥세이프 소다 케이스, 아이폰16프로",0,0
6,13063944560,"오하이 하이브리드 맥세이프 소다 케이스, 아이폰16",1,9620.57
6,13063944565,"오하이 하이브리드 맥세이프 소다 케이스, 아이폰15플러스",1,9163
6,13063944563,"오하이 하이브리드 맥세이프 소다 케이스, 아이폰15프로맥스",1,10299.36
6,13063944562,"오하이 하이브리드 맥세이프 소다 케이스, 아이폰15프로",1,10117.55
6,13063944564,"오하이 하이브리드 맥세이프 소다 케이스, 아이폰15",1,9163
6,13063944569,"오하이 하이브리드 맥세이프 소다 케이스, 아이폰14플러스",0,0
6,13063944567,"오하이 하이브리드 맥세이프 소다 케이스, 아이폰14프로맥스",1,10890.27
6,13063944566,"오하이 하이브리드 맥세이프 소다 케이스, 아이폰14프로",1,9163
6,13063944568,"오하이 하이브리드 맥세이프 소다 케이스, 아이폰14",0,0
6,13063944571,"오하이 하이브리드 맥세이프 소다 케이스, 아이폰13프로맥스",1,9163
6,13063944570,"오하이 하이브리드 맥세이프 소다 케이스, 아이폰13프로",1,9163
6,13063944573,"오하이 하이브리드 맥세이프 소다 케이스, 아이폰13미니",1,9163
6,13063944572,"오하이 하이브리드 맥세이프 소다 케이스, 아이폰13",0,0
6,13048846309,"오하이 하이브리드 맥세이프 소다 케이스, 갤럭시S26플러스",1,8863
6,13048846308,"오하이 하이브리드 맥세이프 소다 케이스, 갤럭시S26울트라",1,8751.93
6,13048846310,"오하이 하이브리드 맥세이프 소다 케이스, 갤럭시S26",1,8636.65
6,9810366346,"오하이 하이브리드 맥세이프 소다 케이스, 갤럭시S24플러스",1,9163
6,9810354143,"오하이 하이브리드 맥세이프 소다 케이스, 갤럭시S24울트라",1,9617.55
6,9810376975,"오하이 하이브리드 맥세이프 소다 케이스, 갤럭시S24",1,9163
6,13079412811,"오하이 하이브리드 맥세이프 소다 케이스, 갤럭시S23울트라",1,9163
6,13079412815,"오하이 하이브리드 맥세이프 소다 케이스, 갤럭시S23",1,9163
6,13347448471,"오하이 풀커버 강화유리 카메라 렌즈 2매입, 아이폰14프로/14프로맥스",1,4244.1
6,13347448470,"오하이 풀커버 강화유리 카메라 렌즈 2매입, 아이폰13/13미니",0,0
6,13347448474,"오하이 풀커버 강화유리 카메라 렌즈 2매입, 갤럭시노트20",0,0
6,13347448472,"오하이 풀커버 강화유리 카메라 렌즈 2매입, 갤럭시S22플러스",0,0
6,13347448473,"오하이 풀커버 강화유리 카메라 렌즈 2매입, 갤럭시S22울트라",1,5971.38
6,6821542253,"오하이 풀커버 강화유리 카메라 렌즈 2매입, 갤럭시S22",0,0
6,12628761694,"오하이 카메라 렌즈 강화유리 보호필름 1매입, 아이폰에어",1,4440.9
6,12390163845,"오하이 카메라 렌즈 강화유리 보호필름 1매입, 아이폰17프로맥스",0,0
6,12628761691,"오하이 카메라 렌즈 강화유리 보호필름 1매입, 아이폰17프로",1,4440.9
6,12628761692,"오하이 카메라 렌즈 강화유리 보호필름 1매입, 아이폰17",1,4440.9
6,12628779322,"오하이 카메라 렌즈 강화유리 보호필름 1매입, 아이폰16플러스",0,0
6,10839030715,"오하이 카메라 렌즈 강화유리 보호필름 1매입, 아이폰16프로맥스",1,5071.81
6,12628779320,"오하이 카메라 렌즈 강화유리 보호필름 1매입, 아이폰16프로",1,5071.81
6,12628779321,"오하이 카메라 렌즈 강화유리 보호필름 1매입, 아이폰16",1,5577.26
6,12628761698,"오하이 카메라 렌즈 강화유리 보호필름 1매입, 아이폰15플러스",0,0
6,12628761697,"오하이 카메라 렌즈 강화유리 보호필름 1매입, 아이폰15프로맥스",1,6844.53
6,12628761696,"오하이 카메라 렌즈 강화유리 보호필름 1매입, 아이폰15프로",1,5980.9
6,9205714557,"오하이 카메라 렌즈 강화유리 보호필름 1매입, 아이폰15",1,4440.9
6,8927971082,"오하이 카메라 렌즈 강화유리 보호필름 1매입, 갤럭시Z플립5",0,0
6,8927994785,"오하이 카메라 렌즈 강화유리 보호필름 1매입, 갤럭시Z폴드5",1,3483.42
6,12628761699,"오하이 카메라 렌즈 강화유리 보호필름 1매입, 갤럭시S25플러스",1,4440.9
6,11382748410,"오하이 카메라 렌즈 강화유리 보호필름 1매입, 갤럭시S25울트라",1,5071.81
6,12628761700,"오하이 카메라 렌즈 강화유리 보호필름 1매입, 갤럭시S25",1,4440.9
6,12628842872,"오하이 카메라 렌즈 강화유리 보호필름 1매입, 갤럭시S24플러스",1,5980.9
6,9809406811,"오하이 카메라 렌즈 강화유리 보호필름 1매입, 갤럭시S24울트라",1,5980.9
6,12628842873,"오하이 카메라 렌즈 강화유리 보호필름 1매입, 갤럭시S24",0,0
6,12628842875,"오하이 카메라 렌즈 강화유리 보호필름 1매입, 갤럭시S23플러스",1,5980.9
6,12628842874,"오하이 카메라 렌즈 강화유리 보호필름 1매입, 갤럭시S23울트라",1,6359.69
6,12628842876,"오하이 카메라 렌즈 강화유리 보호필름 1매입, 갤럭시S23",0,0
6,12380184326,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 유/ 아이폰에어",1,12441.41
6,12380182105,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 유/ 아이폰17프로맥스",0,0
6,12380166555,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 유/ 아이폰17프로",0,0
6,12380193457,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 유/ 아이폰17",1,10714.14
6,12231798452,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 유/ 아이폰16플러스",1,10714.14
6,12231798456,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 유/ 아이폰15플러스",0,0
6,12231798461,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 유/ 아이폰14플러스",1,10714.14
6,12231798460,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 유/ 아이폰14프로맥스",0,0
6,12144319299,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 유/ 갤럭시Z폴드7",1,12412.32
6,12380231114,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 아이폰에어",0,0
6,12380231113,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 아이폰17프로맥스",1,9909.39
6,12380231112,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 아이폰17프로",1,10303.33
6,12380231111,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 아이폰17",1,9443.46
6,11619407637,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 아이폰16플러스",0,0
6,11619407636,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 아이폰16프로맥스",1,8576.05
6,11619407635,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 아이폰16프로",1,9333.63
6,11619407642,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 아이폰15플러스",1,10303.33
6,11619407641,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 아이폰15프로맥스",1,8576.05
6,11619407640,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 아이폰15프로",1,10303.33
6,11619407639,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 아이폰15",1,8576.05
6,11619407646,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 아이폰14플러스",1,12914.62
6,11619407645,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 아이폰14프로맥스",0,0
6,11619407644,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 아이폰14프로",1,10303.33
6,11619407643,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 아이폰14",1,8576.05
6,11733962060,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 아이폰13프로맥스",0,0
6,11619407649,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 아이폰13프로",1,4310.95
6,11619407650,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 아이폰13미니",1,10303.33
6,11619407648,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 아이폰13",1,8576.05
6,11328634429,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 갤럭시Z플립6",0,0
6,8927922615,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 갤럭시Z플립5",0,0
6,12143275358,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 갤럭시Z폴드7",1,8603.11
6,11328652229,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 갤럭시Z폴드6",1,9226.01
6,8928008121,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 갤럭시Z폴드5",1,5831.33
6,11550098952,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 갤럭시S25플러스",1,8576.05
6,11394916775,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 갤럭시S25울트라",1,10242.72
6,11550083337,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 갤럭시S25",1,9439.69
6,12048592354,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 갤럭시S24플러스",0,0
6,11619531612,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 갤럭시S24울트라",1,8576.05
6,12048592353,"오하이 일미리 케이스 1mm 슬림 변색 없는 케이스, 맥세이프 무/ 갤럭시S24",1,10303.33
6,13346972752,"오하이 유리코팅 고화질 액정보호필름 2매입, 아이폰15플러스",0,0
6,9817085885,"오하이 유리코팅 고화질 액정보호필름 2매입, 아이폰15프로맥스",0,0
6,13346972751,"오하이 유리코팅 고화질 액정보호필름 2매입, 아이폰15프로",1,11419.46
6,13346972754,"오하이 유리코팅 고화질 액정보호필름 2매입, 아이폰15",1,9692.18
6,13346972758,"오하이 유리코팅 고화질 액정보호필름 2매입, 아이폰14플러스",0,0
6,13346972756,"오하이 유리코팅 고화질 액정보호필름 2매입, 아이폰14프로맥스",0,0
6,13346972757,"오하이 유리코팅 고화질 액정보호필름 2매입, 아이폰14프로",0,0
6,13346972759,"오하이 유리코팅 고화질 액정보호필름 2매입, 아이폰14",0,0
6,13346972760,"오하이 유리코팅 고화질 액정보호필름 2매입, 아이폰13프로맥스",1,11419.46
6,13346972761,"오하이 유리코팅 고화질 액정보호필름 2매입, 아이폰13프로",0,0
6,13346972762,"오하이 유리코팅 고화질 액정보호필름 2매입, 아이폰13미니",1,11419.46
6,13346972764,"오하이 유리코팅 고화질 액정보호필름 2매입, 아이폰13",1,10828.55
6,13346972742,"오하이 유리코팅 고화질 액정보호필름 2매입, 갤럭시S24플러스",0,0
6,9809808282,"오하이 유리코팅 고화질 액정보호필름 2매입, 갤럭시S24울트라",0,0
6,13346972743,"오하이 유리코팅 고화질 액정보호필름 2매입, 갤럭시S24",0,0
